id,url,snippet,source,headline,date,desk,section,type,word_count,locations,subjects
5c1cf1ef3a125f5075c016ac,https://www.nytimes.com/2018/12/21/technology/the-week-in-tech-hostages-in-the-us-and-china-tech-cold-war.html,"A third Canadian citizen was detained in China following the arrest in Canada of a top executive at Huawei, the Chinese electronics giant.",The New York Times,The Week in Tech: Hostages in the U.S.-China Tech Cold War,2018-12-21,Business,Technology,News,787,['China'],"['Cyberwarfare and Defense', 'Espionage and Intelligence Services', 'Computer Security', 'Extradition', 'Privacy']"
5bfd66fb3a125f5075bfc3c8,https://www.nytimes.com/2018/11/27/opinion/taiwan-election-china-interference-domino-theory.html,Beijing keeps making inroads abroad by exploiting the main weakness of open societies: openness itself.,The New York Times,Will Taiwan Be the First Domino to Fall to China?,2018-11-27,OpEd,Opinion,Op-Ed,1062,"['Taiwan', 'China']","['Elections', 'Politics and Government', 'Economic Conditions and Trends', 'Demonstrations, Protests and Riots', 'Propaganda']"
5c27744a3a125f5075c02300,https://www.nytimes.com/2018/12/29/world/asia/china-canada-drug-trial.html,Robert Lloyd Schellenberg appealed against his jail sentence in a previously obscure case. He now faces a retrial that could impose a death penalty.,The New York Times,China to Retry Canadian on Drug Charge Amid Diplomatic Spat,2018-12-29,Foreign,World,News,1007,"['China', 'Canada']","['Drug Abuse and Traffic', 'International Relations', 'Politics and Government']"
5c142fdb3a125f5075bff457,https://www.nytimes.com/2018/12/14/technology/apple-china-iphones.html,The company said it would update the software of iPhones in China to try to resolve a legal dispute that threatens to block certain iPhone sales there.,The New York Times,Apple Will Update iPhones in China to Avoid a Ban on Sales,2018-12-14,Business,Technology,News,363,['China'],"['Software', 'iPhone', 'Inventions and Patents']"
5c10c0893a125f5075bfeb66,https://www.nytimes.com/2018/12/12/world/asia/china-foreigners-detained.html,"China has a long history of arresting or holding foreigners for mysterious reasons, often in a tit-for-tat play to put pressure on overseas rivals.",The New York Times,"The Foreign Billionaires, Activists and Missionaries Detained in China",2018-12-12,Foreign,World,News,663,['China'],['Political Prisoners']
5c0aae093a125f5075bfe0e2,https://www.nytimes.com/2018/12/07/opinion/huawei-meng-wanzhou-china-arrest.html,Tech executives worry China will turn to tit-for-tat arrests of Americans in response to the detention of Meng Wanzhou. And the worries don’t stop there. ,The New York Times,Can the U.S. Stop China From Controlling the Next Internet Age?,2018-12-07,OpEd,Opinion,Op-Ed,995,['China'],"['Computers and the Internet', 'United States International Relations', 'Science and Technology']"
5bdb5252068401528a2e353d,https://www.nytimes.com/2018/11/01/us/politics/chinese-company-espionage-charges.html,The charges are the latest in a series of recent indictments that accuse Chinese companies and individuals of stealing valuable American technology.,The New York Times,Justice Department Charges Chinese Company With Espionage,2018-11-01,Washington,U.S.,News,693,['China'],"['Industrial Espionage', 'United States International Relations', 'International Trade and World Market', 'United States Politics and Government', 'Espionage and Intelligence Services', 'Intellectual Property', 'Computer Chips']"
5c0e8f3d3a125f5075bfe63b,https://www.nytimes.com/2018/12/10/technology/apple-qualcomm-patents-ruling.html,The decision is the latest turn in a broad legal battle between the companies. But they disagreed about its impact on iPhone sales in China.,The New York Times,Chinese Court Says Apple Infringed on Qualcomm Patents,2018-12-10,Business,Technology,News,947,['China'],"['Inventions and Patents', 'Smartphones', 'Suits and Litigation (Civil)', 'iPhone']"
5c1cb9b83a125f5075c01621,https://www.nytimes.com/2018/12/21/books/do-you-want-to-read-more-about-china.html,Here are some suggestions from the Times Book Review archives to get you started.,The New York Times,Do You Want to Read More About China?,2018-12-21,Books,Books,News,1633,['China'],"['Books and Literature', 'Cultural Revolution', 'Economic Conditions and Trends']"
5c010e273a125f5075bfccf4,https://www.nytimes.com/2018/11/30/world/asia/gene-editing-babies-china.html,"He Jiankui’s claim to have edited babies’ genes has caused soul-searching in China, where many believe scientists need more ethical supervision.",The New York Times,"In China, Gene-Edited Babies Are the Latest in a String of Ethical Dilemmas",2018-11-30,Foreign,World,News,1330,['China'],"['Genetic Engineering', 'Ethics and Official Misconduct', 'Science and Technology', 'Genetics and Heredity', 'Crispr (DNA)', 'Cloning']"
5c12ba443a125f5075bff0b7,https://www.nytimes.com/2018/12/13/arts/design/chinese-art-gift-museum-of-fine-arts-boston.html,"The 100-year-old historian and collector Wan-go H.C. Weng is donating about 200 pieces, with some made as early as the seventh century.",The New York Times,"Large Gift of Chinese Art Goes to Museum of Fine Arts, Boston",2018-12-13,Culture,Arts,News,341,['China'],"['Art', 'Museums', 'Collectors and Collections', 'Philanthropy']"
5c11ac7b3a125f5075bfee01,https://www.nytimes.com/2018/12/12/business/china-trade-war.html,"Hobbled by a slowing economy, the Chinese government has opted for a measured response to the arrest of a Huawei executive.",The New York Times,A Weakened China Tries a Different Approach With the U.S.: Treading Lightly,2018-12-13,Business,Business,News,1491,['China'],"['United States International Relations', 'International Trade and World Market', 'Politics and Government', 'Economic Conditions and Trends', 'Customs (Tariff)']"
5b6d4583068401528a2d363e,https://www.nytimes.com/2018/08/10/world/asia/china-xinjiang-rahile-dawut.html,Rahile Dawut celebrated the Uighur ethnic traditions of Xinjiang. Friends and family believe she has joined hundreds of thousands of Uighurs secretly detained by the Chinese government.,The New York Times,Star Scholar Disappears as Crackdown Engulfs Western China,2018-08-10,Foreign,World,News,1306,"['China', 'Xinjiang (China)', 'Urumqi (China)']","['Political Prisoners', 'Uighurs (Chinese Ethnic Group)', 'Colleges and Universities', 'Politics and Government']"
5c0a44c03a125f5075bfdfab,https://www.nytimes.com/2018/12/07/climate/us-china-climate-change.html,Distrust between the two biggest greenhouse gas emitters threatens to slow global action on climate change precisely at a time when the risks of climate catastrophe are rising.,The New York Times,U.S.-China Friction Threatens to Undercut the Fight Against Climate Change,2018-12-07,Climate,Climate,News,1153,['China'],"['Global Warming', 'United States International Relations', 'Greenhouse Gas Emissions', 'United Nations Framework Convention on Climate Change', 'United States Politics and Government', 'Coal', 'Alternative and Renewable Energy']"
5c10be343a125f5075bfeb60,https://www.nytimes.com/2018/12/12/world/asia/china-michael-kovrig-detained.html,"The assertion was Beijing’s first official comment on the detention of Michael Kovrig, a former diplomat now working for a nongovernmental organization.",The New York Times,China Says Detained Canadian Worked for Group Without Legal Registration,2018-12-12,Foreign,World,News,1237,['China'],"['Politics and Government', 'Political Prisoners']"
5c1b63f23a125f5075c0128e,https://www.nytimes.com/2018/12/20/world/asia/china-canadian-detained.html,"A teacher from Alberta, Sarah D. McIver, is the latest Canadian to be detained by China, which appears to be pressuring Canada to release a Chinese executive.",The New York Times,Chinese Authorities Identify Third Canadian Detained in Diplomatic Spat,2018-12-20,Foreign,World,News,359,"['Canada', 'China']","['International Relations', 'Political Prisoners']"
5bfb37833a125f5075bfbf56,https://www.nytimes.com/2018/11/25/opinion/china-philippines-visit-apec-trump.html,And leaves America in the dust.,The New York Times,China Comes a Courtin’,2018-11-26,OpEd,Opinion,Op-Ed,50,"['China', 'Philippines']",[]
5c0c1bd63a125f5075bfe2f9,https://www.nytimes.com/2018/12/08/opinion/sunday/lu-guang-photographer-missing-china.html,Lu Guang’s images have shown the world China’s dark side. ,The New York Times,A Photographer Goes Missing in China,2018-12-08,OpEd,Opinion,Op-Ed,428,['China'],"['Photography', 'Missing Persons']"
5ba0bf0e068401528a2db90b,https://www.nytimes.com/2018/09/18/style/watches-atelier-wen-china.html,"The new watch company Atelier Wen says it will use the same materials, machinery and skills as many Swiss brands.",International New York Times,Made in China. And Proud of It,2018-09-18,SpecialSections,Style,News,707,['China'],['Watches and Clocks']
5be568a63a125f5075bf96dc,https://www.nytimes.com/2018/11/09/business/trump-made-in-china-2025-fact-check.html,"At a news conference, the president answered a question about healing national divides by saying, falsely, that he had forced China to back down from a plan to strengthen its manufacturing industry. ",The New York Times,Fact-Checking Trump’s Claims About the Chinese Economy,2018-11-09,Business,Business,News,561,['China'],"['International Trade and World Market', 'Economic Conditions and Trends', 'Politics and Government', 'United States Economy', 'Customs (Tariff)']"
5be568a63a125f5075bf96dc,https://www.nytimes.com/2018/11/09/business/trump-made-in-china-2025-fact-check.html,"At a news conference, the president answered a question about healing national divides by saying, falsely, that he had forced China to back down from a plan to strengthen its manufacturing industry. ",The New York Times,Fact-Checking Trump’s Claims About the Chinese Economy,2018-11-09,Business,Business,News,561,['China'],"['International Trade and World Market', 'Economic Conditions and Trends', 'Politics and Government', 'United States Economy', 'Customs (Tariff)']"
5bf146333a125f5075bfadee,https://www.nytimes.com/interactive/2018/11/18/world/asia/china-internet.html,"The web was supposed to set the world free. China's is censored, but booming anyway.",The New York Times,How China Walled Off the Internet,2018-11-18,World,World,Interactive Feature,0,['China'],['Computers and the Internet']
5be4706b3a125f5075bf9490,https://www.nytimes.com/2018/11/08/world/asia/south-china-sea-risks.html,"A recent near miss underscored the perils in the South China Sea, where the American and Chinese navies are increasingly challenging each other.",The New York Times,U.S. and China Are Playing ‘Game of Chicken’ in South China Sea,2018-11-08,Foreign,World,News,1440,"['South China Sea', 'China']","['Defense and Military Forces', 'United States International Relations']"
5bfd41053a125f5075bfc36e,https://www.nytimes.com/2018/11/27/business/jack-ma-communist-party-alibaba.html,"Many business figures join the organization out of expedience. Likewise, the party sees benefits in associating itself with capitalist success stories.",The New York Times,"Jack Ma, China’s Richest Man, Belongs to the Communist Party. Of Course.",2018-11-27,Business,Business,News,850,['China'],"['Politics and Government', 'Economic Conditions and Trends', 'Entrepreneurship']"
5c02da6a3a125f5075bfd056,https://www.nytimes.com/2018/12/01/world/trump-xi-g20-merkel.html,"In a meeting with President Xi Jinping of China, President Trump agreed to hold off on a plan to raise tariffs on $200 billion worth of Chinese goods on Jan. 1.",The New York Times,U.S. and China Call Truce in Trade War,2018-12-01,Foreign,World,News,1638,['China'],"['United States International Relations', 'International Trade and World Market', 'Customs (Tariff)']"
5bbe8b07068401528a2df86c,https://www.nytimes.com/2018/10/10/opinion/interpol-china-meng-hongwei.html,"Beijing apparently has detained Meng Hongwei, the president of Interpol and a former top Chinese security official. What are the charges?",The New York Times,China and the Case of the Interpol Chief,2018-10-10,Editorial,Opinion,Editorial,550,['China'],"['Corruption (Institutional)', 'Politics and Government']"
5be8c2873a125f5075bf9bd2,https://www.nytimes.com/2018/11/11/opinion/trump-xinping-china-sanctions.html,President Trump’s sanctions may still be a threat.,The New York Times,Not Down for the Count on China?,2018-11-12,OpEd,Opinion,Op-Ed,46,['China'],['Embargoes and Sanctions']
5bf7895c3a125f5075bfba46,https://www.nytimes.com/2018/11/23/business/china-boys-men-school.html,"Employing American football and chest-thumping chants, Tang Haiyan offers an answer to a country that worries that its sons are too coddled and feminine. “We will never cultivate sissies,” he says.",The New York Times,"In China, a School Trains Boys to Be ‘Real Men’",2018-11-23,Business,Business,News,1204,['China'],"['Men and Boys', 'Politics and Government', 'Education (K-12)', 'Parenting']"
5c13a5033a125f5075bff2ba,https://www.nytimes.com/2018/12/14/world/china-detentions-canadians-human-rights.html,International criticism once acted as a restraint on China’s crackdowns against dissent at home. Not anymore.,The New York Times,An Emboldened China No Longer Cares What Its Critics Think,2018-12-14,Foreign,World,News,1188,"['Canada', 'China']","['Political Prisoners', 'Human Rights and Human Rights Violations', 'Extradition']"
5be87cb23a125f5075bf9b6c,https://www.nytimes.com/2018/11/11/business/china-drugs-smuggled-homemade.html,"Despite health insurance, terminally ill patients have to hunt around the world and on the internet for ways to stay alive.",The New York Times,"In China, Desperate Patients Smuggle Drugs. Or Make Their Own.",2018-11-11,Business,Business,News,2167,['China'],"['Smuggling', 'Drugs (Pharmaceuticals)', 'Health Insurance and Managed Care', 'Politics and Government']"
5c2109bd3a125f5075c01b8e,https://www.nytimes.com/2018/12/24/world/americas/ecuador-china-dam.html,"A giant dam was supposed to help lift Ecuador out of poverty. Instead, it’s part of a national scandal, and a future tethered to China.",The New York Times,It Doesn’t Matter if Ecuador Can Afford This Dam. China Still Gets Paid.,2018-12-24,Foreign,World,News,2632,"['Ecuador', 'China']","['Levees and Dams', 'Politics and Government', 'Hydroelectric Power', 'International Trade and World Market', 'Infrastructure (Public Works)', 'Corruption (Institutional)', 'Oil (Petroleum) and Gasoline', 'Foreign Investments']"
5bf146333a125f5075bfadf1,https://www.nytimes.com/interactive/2018/11/18/world/asia/china-social-mobility.html,"Imagine two poor 18-year-olds, one in the U.S., the other in China. Who has a better chance of success? Are you sure?",The New York Times,The American Dream Is Alive. In China.,2018-11-18,World,World,Interactive Feature,0,"['China', 'United States']","['Economic Conditions and Trends', 'Poverty', 'Income Inequality']"
5bfaef073a125f5075bfbefb,https://www.nytimes.com/2018/11/25/us/politics/china-exit-ban.html,The Chinese police are barring Victor and Cynthia Liu from leaving China in an effort to force their father to return. U.S. officials object to the growing practice of an “exit ban.”,The New York Times,China’s Tactic to Catch a Fugitive Official: Hold His Two American Children,2018-11-25,Washington,U.S.,News,2215,['China'],"['United States International Relations', 'Fugitives']"
5c1e85003a125f5075c01922,https://www.nytimes.com/2018/12/22/world/canada/canada-china-detention.html,Canada’s foreign minister said the detentions were “a precedent that is worrying not only for Canada but for the world.”,The New York Times,Canada Presses China on ‘Arbitrary’ Detention of Citizens,2018-12-22,Foreign,World,News,977,"['Canada', 'China']","['Politics and Government', 'United States International Relations', 'Diplomatic Service, Embassies and Consulates']"
5bf146393a125f5075bfadf2,https://www.nytimes.com/interactive/2018/11/18/world/asia/made-in-china.html,“Made in China” once meant assembled there. Now the Chinese are mastering the art of making everything.,The New York Times,How China Took Over Your TV,2018-11-18,World,World,Interactive Feature,0,['China'],"['Television Sets and Media Devices', 'International Trade and World Market', 'Factories and Manufacturing', 'Computer Chips']"
5c21c1ff3a125f5075c01c2b,https://www.nytimes.com/2018/12/25/world/asia/china-christmas-church-crackdown.html,"China this year banned online sales of the Bible, burned crosses, demolished churches and forced at least a half-dozen places of worship to close.",The New York Times,"As China Cracks Down on Churches, Christians Declare ‘We Will Not Forfeit Our Faith’",2018-12-25,Foreign,World,News,1454,['China'],"['Freedom of Religion', 'Christians and Christianity', 'Christmas']"
5c0a9b633a125f5075bfe098,https://www.nytimes.com/2018/12/07/world/asia/huawei-arrest-china.html,"The detention of a Chinese tech executive poses a challenge for President Xi Jinping, who faces pressure to both retaliate and resolve the trade war with America.",The New York Times,Huawei Arrest Tests China’s Leaders as Fear and Anger Grip Elite,2018-12-07,Foreign,World,News,1509,['China'],"['United States International Relations', 'International Trade and World Market']"
5c01d5a83a125f5075bfcf22,https://www.nytimes.com/2018/11/30/us/politics/trump-china-trade-xi-michael-pillsbury.html,"Michael Pillsbury, the president’s top outside adviser on China, has the president’s ear ahead of negotiations with Xi Jinping.",The New York Times,A China Hawk Gains Prominence as Trump Confronts Xi on Trade,2018-12-01,Washington,U.S.,News,1451,['China'],"['United States International Relations', 'United States Economy', 'United States Politics and Government', 'Books and Literature']"
5bf2dba73a125f5075bfb06e,https://www.nytimes.com/2018/11/19/world/asia/tianyi-china-erotic-novels-prison.html,"The novelist, known as Tianyi, faces more than a decade in jail, prompting many to criticize the government for going too far in its efforts to block obscene material.",The New York Times,Writer of Erotic Novels in China Is Jailed for Producing Gay Pornography,2018-11-19,Foreign,World,News,594,['China'],"['Writing and Writers', 'Books and Literature', 'Homosexuality and Bisexuality', 'Discrimination', 'Pornography']"
5c24c7113a125f5075c01f40,https://www.nytimes.com/2018/12/27/world/asia/china-ma-jian-sentenced.html,The sentencing of Ma Jian was the latest sign that President Xi Jinping has no intention of easing his signature anticorruption drive.,The New York Times,Chinese Official Tied to Billionaire Fugitive Is Sentenced to Life in Prison,2018-12-27,Foreign,World,News,490,"['China', 'Dalian (China)']",['Corruption (Institutional)']
5c0a83ba3a125f5075bfe03e,https://www.nytimes.com/2018/12/07/science/china-moon-change-4.html,"If the mission is successful, the spacecraft would be the first in human history to land on the moon’s far side.",The New York Times,China’s Chang’e-4 Launches on Mission to the Moon’s Far Side,2018-12-07,Science,Science,News,1096,['China'],"['Space and Astronomy', 'Moon']"
5c08231c3a125f5075bfdabd,https://www.nytimes.com/2018/12/05/opinion/letters/trump-china-trade.html,Readers discuss President Trump’s changing stances — threats to truce and back to threats — and the complexity of trade negotiations.,The New York Times,Trade War With China: Not So ‘Easy to Win’,2018-12-05,Letters,Opinion,Letter,289,['China'],"['International Trade and World Market', 'Customs (Tariff)', 'United States International Relations']"
5bfa25903a125f5075bfbe07,https://www.nytimes.com/2018/11/24/reader-center/china-rules-economy-special-section.html,"A Q. and A. with our managing editor, Joe Kahn, about the China Rules series.",The New York Times,How New York Times Journalists Took the Measure of China’s Rising Power,2018-11-25,Insider,Reader Center,News,776,['China'],"['International Trade and World Market', 'News and News Media']"
5c0a7eec3a125f5075bfe035,https://www.nytimes.com/2018/12/07/opinion/trump-china-trade-war.html,Also: A friend of Wisconsin Gov. Scott Walker urges him not to be a sore loser.,The New York Times,The Hawk That’s Helping China,2018-12-07,OpEd,Opinion,Op-Ed,451,"['China', 'Canada', 'Far East, South and Southeast Asia and Pacific Areas', 'North Carolina']","['United States International Relations', 'International Trade and World Market', 'United States Politics and Government']"
5c0e34c73a125f5075bfe55a,https://www.nytimes.com/2018/12/10/world/asia/china-protestant-pastor-detained.html,The detention of one of China’s most prominent pastors and over 100 congregants signals the government’s growing crackdown on unofficial worship.,The New York Times,Chinese Police Detain Prominent Pastor and Over 100 Protestants,2018-12-10,Foreign,World,News,616,"['China', 'Chengdu (China)']","['Politics and Government', 'Ministers (Protestant)', 'Protestant Churches']"
5bf5aa203a125f5075bfb71f,https://www.nytimes.com/2018/11/21/business/dolce-gabbana-racist-china-video.html,The Italian luxury brand said its Instagram accounts had been hacked after racist messages purportedly from one of its designers were made public. But some in China aren’t buying that.,The New York Times,"In China, Dolce & Gabbana Draws Fire and Accusations of Racism on Social Media ",2018-11-21,Business,Business,News,1127,['China'],"['Discrimination', 'Fashion and Apparel', 'Social Media']"
5beb2ec73a125f5075bfa0f1,https://www.nytimes.com/2018/11/13/opinion/china-trump-trade.html,Both sides need to be smart and honest about how the countries became economic successes. ,The New York Times,"China and Trump, Listen Up!",2018-11-13,OpEd,Opinion,Op-Ed,1059,"['China', 'Japan', 'Europe', 'United States']","['International Trade and World Market', 'Economic Conditions and Trends', 'United States Economy']"
5c057b183a125f5075bfd447,https://www.nytimes.com/2018/12/03/business/fentanyl-china-trump.html,"The Trump administration said China had agreed to make the potent drug a controlled substance, a move that would have major implications for America’s opioid crisis.",The New York Times,Trump Says China Will Curtail Fentanyl. The U.S. Has Heard That Before.,2018-12-03,Business,Business,News,922,"['China', 'United States']","['Fentanyl', 'Drugs (Pharmaceuticals)', 'United States Politics and Government', 'Drug Abuse and Traffic', 'Regulation and Deregulation of Industry']"
5c0cc9e43a125f5075bfe39c,https://www.nytimes.com/2018/12/09/technology/canada-china-huawei-meng-wanzhou.html,"China is pushing hard for the release of a tech executive, while still trying to follow up on President Trump’s recent truce in trade frictions.",The New York Times,China Tries to Balance Anger Over Huawei Arrest With Warmer Trade Ties,2018-12-09,Business,Technology,News,1265,"['China', 'Canada']","['United States International Relations', 'International Trade and World Market']"
5c054b3c3a125f5075bfd3c9,https://www.nytimes.com/2018/12/03/us/politics/trump-china-trade-war.html,"Even as the president cast farmers and automakers as major beneficiaries of the truce, confusion and deep divisions between the two countries posed threats to a final deal.",The New York Times,"Trump’s China Truce Calms Markets, but He Chooses a Hard-Liner to Lead Talks",2018-12-03,Washington,U.S.,News,1198,['China'],"['International Trade and World Market', 'Customs (Tariff)', 'United States International Relations']"
5bf174183a125f5075bfae18,https://www.nytimes.com/2018/11/18/world/asia/apec-us-china-trade-war-joint-statement.html,"The clash between President Xi Jinping and Vice President Pence left the gathering of 21 nations in Papua New Guinea in disarray, and worried.",The New York Times,"U.S. and China Square Off on Trade, and APEC Nations Duck for Cover",2018-11-18,Foreign,World,News,1064,['China'],"['Politics and Government', 'International Trade and World Market', 'Protectionism (Trade)', 'United States International Relations']"
5bed43ac3a125f5075bfa631,https://www.nytimes.com/2018/11/15/business/china-private-hospitals-putian.html,"The Putian network of 8,000 facilities, which expanded rapidly with little government oversight, is facing national outrage and scrutiny over a death and fraud allegations.",The New York Times,"Scandals Catch Up to Private Chinese Hospitals, After Fortunes Are Made",2018-11-15,SundayBusiness,Business,News,2929,['China'],"['Hospitals', 'Rural Areas']"
5be85f473a125f5075bf9b3e,https://www.nytimes.com/2018/11/11/world/asia/china-student-activists.html,The Communist Party appears to be redoubling efforts to quash a movement for workers’ rights that has spread across Chinese campuses.,The New York Times,"Young Activists Go Missing in China, Raising Fears of Crackdown",2018-11-11,Foreign,World,News,902,['China'],"['Colleges and Universities', 'Demonstrations, Protests and Riots', 'Political Prisoners', 'Politics and Government']"
5bf53ab93a125f5075bfb5ee,https://www.nytimes.com/2018/11/21/world/asia/china-rules-takeaways.html,"Our new series, China Rules, shows how a country mired in poverty beat the odds and managed to become the most powerful modern rival to the United States. ",The New York Times,Five Takeaways From Our New China Project,2018-11-21,Foreign,World,News,1541,['China'],"['Economic Conditions and Trends', 'United States International Relations', 'International Relations']"
5c222b123a125f5075c01c89,https://www.nytimes.com/2018/12/25/world/asia/china-bus-hijacking.html,"China’s state broadcaster said a suspect had been taken into custody, an unemployed man believed to have been angry over a dispute with local officials.",The New York Times,"Man in China Hijacks Bus and Drives Into Traffic, Killing 8",2018-12-25,Foreign,World,News,264,"['China', 'Fujian Province (China)']",['Buses']
5c0fe1df3a125f5075bfe958,https://www.nytimes.com/2018/12/11/world/asia/michael-kovrig-china-canada.html,"Michael Kovrig was detained less than a week after Canada announced the arrest of a senior Chinese tech executive, Meng Wanzhou.",The New York Times,"Former Canadian Diplomat Detained in China, Adding to Tensions",2018-12-11,Foreign,World,News,805,"['China', 'Canada']","['International Relations', 'Extradition']"
5bc93c14068401528a2e0faa,https://www.nytimes.com/2018/10/18/business/china-economy-third-quarter.html,"Slowdowns in investment and retail sales are cooling one of the world’s most important economic engines. As the trade war with the U.S. intensifies, the downturn could get worse. ",The New York Times,China’s Growth Hits Slowest Pace in a Decade,2018-10-19,Business,Business Day,News,1312,['China'],"['Economic Conditions and Trends', 'International Trade and World Market', 'Politics and Government']"
5c1297933a125f5075bff045,https://www.nytimes.com/2018/12/13/business/dealbook/china-markets-stocks-trade.html,Escalating trade tensions have dragged down stock markets on Wall Street and across much of the world in recent weeks. One place where they have held up? China.,The New York Times,Chinese Markets Were Early to the Trade War Meltdown. Now They’re Not So Worried.,2018-12-13,Business,Business,News,424,"['China', 'United States']","['International Trade and World Market', 'Politics and Government', 'Credit and Debt']"
5c1a868e3a125f5075bffed6,https://www.nytimes.com/2018/12/19/us/politics/china-canada-huawei.html,The detentions of three Canadian citizens appear to be retaliation for Canada’s arrest of a top Chinese executive at the behest of the Trump administration.,The New York Times,"China Holds Third Canadian, Escalating Diplomatic Crisis With the United States",2018-12-19,Washington,U.S.,News,1087,"['Canada', 'China']","['United States International Relations', 'Political Prisoners']"
5c07afb83a125f5075bfd97a,https://www.nytimes.com/2018/12/05/podcasts/the-daily/china-rules-part-2.html,"The U.S. misunderstood not only how China would respond to economic growth, but how the U.S. would respond to China.",The New York Times,"What the West Got Wrong About China, Part 2",2018-12-05,Podcasts,Podcasts,News,350,['China'],"['Economic Conditions and Trends', 'Politics and Government', 'International Trade and World Market', 'Movies', 'United States International Relations']"
5c209bc23a125f5075c01af6,https://www.nytimes.com/2018/12/24/obituaries/yuan-mu-dead.html,Mr. Yuan is remembered as the government spokesman who said that “not one person” died in the 1989 assault on protesters. Hundreds were reported killed.,The New York Times,"Yuan Mu, Face of China’s Tiananmen Square Crackdown, Dies at 90",2018-12-24,Foreign,Obituaries,Obituary (Obit),1141,"['Tiananmen Square (Beijing)', 'China']","['Deaths (Obituaries)', 'Demonstrations, Protests and Riots', 'Martial Law']"
