id,url,snippet,source,headline,date,desk,section,type,word_count,locations,subjects
5c24eb4b3a125f5075c01f73,https://www.nytimes.com/2018/12/27/world/asia/india-trapped-coal-miners.html,"The workers have been trapped for two weeks, their chances of survival increasingly slim, local officials in the northeastern state of Meghalaya say.",The New York Times,India Struggles to Save 15 Trapped Coal Miners,2018-12-27,Foreign,World,News,355,"['India', 'Meghalaya (India)']","['Mines and Mining', 'Accidents and Safety', 'Rescues']"
5c26884d3a125f5075c02216,https://www.nytimes.com/2018/12/28/opinion/india-women-protests.html,Women there aren’t just protesting against violence. They are fighting for freedom from the institutions that hold them back.,The New York Times,India’s Newest War for Independence,2018-12-28,OpEd,Opinion,Op-Ed,564,['India'],"['Women and Girls', 'Sexual Harassment', 'Human Rights and Human Rights Violations', 'Caste Systems']"
5bacdae3068401528a2dd3a8,https://www.nytimes.com/2018/09/27/world/asia/india-supreme-court-modi.html,"As the country’s politics have veered to the right and become increasingly divisive, the justices have often acted as a progressive counterweight.",The New York Times,Hundreds of Cases a Day and a Flair for Drama: India’s Crusading Supreme Court,2018-09-27,Foreign,World,News,1497,['India'],"['Politics and Government', 'Constitutions', 'Hinduism', 'Muslims and Islam']"
5bd897e3068401528a2e2e57,https://www.nytimes.com/2018/10/30/world/asia/india-air-pollution.html,"Though India’s government has taken a few steps to curb pollution, data from across the country shows hazardous air pollution continues to rise.",The New York Times,"As World’s Air Gets Worse, India Struggles to Breathe",2018-10-30,Foreign,World,News,1534,['India'],"['Air Pollution', 'Agriculture and Farming']"
5c2404073a125f5075c01e70,https://www.nytimes.com/2018/12/26/technology/india-amazon-walmart-online-retail.html,The government announced a new policy barring the foreign companies from selling products from affiliated companies on their Indian shopping sites.,The New York Times,India Curbs Power of Amazon and Walmart to Sell Products Online,2018-12-26,Business,Technology,News,774,['India'],"['E-Commerce', 'Politics and Government', 'Computers and the Internet', 'Shopping and Retail', 'Foreign Investments', 'Protectionism (Trade)']"
5c065e3c3a125f5075bfd624,https://www.nytimes.com/2018/12/04/reader-center/whatsapp-food-india.html,"I set out to write a story about how the free, Wi-Fi-based app was changing food culture in India. I discovered it would change my reporting, too.",The New York Times,A Food Reporter’s Newest Tool to Reach Across India: WhatsApp,2018-12-04,Insider,Reader Center,News,871,['India'],"['Indian Food (Cuisine)', 'Food']"
5c1b68363a125f5075c012a6,https://www.nytimes.com/2018/12/20/travel/budget-travel-tips-india.html,"When you need to use your visa, how to get around on public and private transportation and what to think about all that tantalizing street food.",The New York Times,9 Things You Should Know Before You Go to India,2018-12-20,Travel,Travel,News,1651,['India'],['Budget Travel']
5bf7ddbe3a125f5075bfbb02,https://www.nytimes.com/2018/11/23/dining/whatsapp-india-cooking.html,"The application, blamed for all kinds of mayhem on the subcontinent, has proved a boon for farmers, home cooks and chefs who once lacked a way to share. ",The New York Times,WhatsApp Is Changing the Way India Talks About Food,2018-11-23,Dining,Food,News,1743,['India'],"['Cooking and Cookbooks', 'Indian Food (Cuisine)', 'Agriculture and Farming', 'Restaurants', 'Computers and the Internet', 'Social Media', 'Advertising and Marketing', 'Chefs']"
5bb3cea4068401528a2de1fd,https://www.nytimes.com/2018/10/02/sports/kabaddi-india.html,"With a professional league and television coverage, the sport is now second only to cricket in popularity in India.",The New York Times,Rugby Meets Red Rover: Kabaddi Has Captured the Heart of India,2018-10-02,Sports,Sports,News,1109,[],"['Cricket (Game)', 'Athletics and Sports']"
5bf7ddba3a125f5075bfbaff,https://www.nytimes.com/interactive/2018/11/23/technology/whatsapp-india-killings-ES.html,"False rumors of child kidnappers have gone viral on WhatsApp in India, prompting fearful mobs to kill two dozen innocent people since April",The New York Times,How WhatsApp Leads Mobs to Murder in India,2018-11-23,Technology,Technology,Interactive Feature,0,['India'],"['Rumors and Misinformation', 'Murders, Attempted Murders and Homicides']"
5bf7c1a33a125f5075bfbab9,https://www.nytimes.com/2018/11/23/world/australia/india-leaders-meet.html,"India’s president, Ram Nath Kovind, is in Sydney this week trying to build ties with Australia as the two countries seek to counter China’s growing clout.",The New York Times,India and Australia Move to Tighten Bonds to Counter China’s Rise,2018-11-23,Foreign,World,News,649,"['Australia', 'India']","['Politics and Government', 'International Relations', 'International Trade and World Market']"
5bff02333a125f5075bfc7f6,https://www.nytimes.com/2018/11/28/technology/scams-india-call-center-raids.html,The police outside New Delhi raided fake tech-support centers that sent false warnings to Americans and Canadians and then charged to “fix” the nonexistent infection.,The New York Times,That Virus Alert on Your Computer? Scammers in India May Be Behind It,2018-11-28,Business,Technology,News,745,['India'],"['Computer Security', 'Frauds and Swindling']"
5bac2b47068401528a2dd22c,https://www.nytimes.com/2018/09/26/arts/design/the-progressive-revolution-review-asia-society.html,"Asia Society presents the first United States exhibition of the Progressives Artists’ Group, the avant-garde painters of post-independence Mumbai, in decades.",The New York Times,Firebrands Who Forged a New Art for a New India,2018-09-27,Weekend,Arts,Review,1241,[],['Art']
5bc4d846068401528a2e042b,https://www.nytimes.com/2018/10/15/technology/visa-mastercard-amex-india-data-law.html,"As India develops new rules governing the data of its residents, global firms are the first target. Companies say they need more time to comply.",The New York Times,U.S. Credit Card Giants Flout India’s New Law on Personal Data,2018-10-15,Business,Technology,News,979,['India'],"['Credit Cards', 'Data Storage', 'Regulation and Deregulation of Industry', 'Computers and the Internet', 'Banking and Financial Institutions', 'Protectionism (Trade)']"
5befe6ab3a125f5075bfac79,https://www.nytimes.com/2018/11/17/world/asia/tell-everyone-we-scalped-you-how-caste-still-rules-in-india.html,"While India is undergoing tremendous change, caste discrimination is still a force. Those who rebel against are often met with unchecked brutality.",The New York Times,‘Tell Everyone We Scalped You!’ How Caste Still Rules in India,2018-11-17,Foreign,World,News,1521,['India'],"['Caste Systems', 'Hinduism', 'Discrimination']"
5bda7a84068401528a2e32e1,https://www.nytimes.com/2018/11/01/business/us-india-trade-harley-davidson.html,India and the United States face deadlines in the coming days to decide disputes over trade and oil. The president is most interested in motorcycle tariffs.,The New York Times,"In U.S.-India Trade, Trump Sees Only Harley-Davidson",2018-11-01,Business,Business Day,News,1302,"['India', 'United States']","['International Trade and World Market', 'United States International Relations', 'Embargoes and Sanctions', 'Customs (Tariff)', 'Motorcycles, Motor Bikes and Motorscooters']"
5bab559a068401528a2dcfb0,https://www.nytimes.com/2018/09/26/opinion/india-pakistan-peace-talks-war.html,Schoolyard brawls have a more nuanced buildup.,The New York Times,That Thing That India and Pakistan Do,2018-09-26,OpEd,Opinion,Op-Ed,1166,"['India', 'Kashmir and Jammu (India)', 'Pakistan']","['Defense and Military Forces', 'Politics and Government']"
5b7af0d2068401528a2d4d8f,https://www.nytimes.com/2018/08/20/business/nirav-modi-jewelry-india-uk.html,"Indian authorities are seeking the extradition of Nirav Modi, whose designs have been worn by Kate Winslet and Naomi Watts. He is accused of defrauding banks of $2 billion.",The New York Times,India Moves to Take Custody of Accused Jeweler Who Fled to Britain,2018-08-20,Business,Business Day,News,655,"['India', 'Great Britain']","['Frauds and Swindling', 'Jewels and Jewelry', 'Diamonds', 'Fugitives', 'Extradition', 'Banking and Financial Institutions']"
5ba428f4068401528a2dc1f7,https://www.nytimes.com/2018/09/20/opinion/editorials/india-gay-rights-supreme-court.html,"After a court decision sets an admirable example for other countries, India still has work to do at home.",The New York Times,A Win for L.G.B.T. Rights in India,2018-09-20,Editorial,Opinion,Editorial,662,['India'],"['Politics and Government', 'Homosexuality and Bisexuality', 'Sex']"
5c0e7c5d3a125f5075bfe605,https://www.nytimes.com/2018/12/10/business/vijay-mallya-india-extradition.html,"Mr. Mallya, who turned a family brewing business into a sprawling conglomerate, fled to Britain in 2016, facing unpaid bills and accusations of fraud in his native country.",The New York Times,"Vijay Mallya, India’s ‘King of Good Times,’ Should Be Extradited, U.K. Court Says",2018-12-10,Business,Business,News,684,"['Great Britain', 'India']","['Frauds and Swindling', 'Extradition']"
5ba3693d068401528a2dbf8d,https://www.nytimes.com/2018/09/20/world/asia/india-talaq-muslim-divorce.html,A new ordinance criminalizing the practice has raised debate about how deeply the government should reach into marital and religious issues.,The New York Times,India Criminalizes Instant ‘Talaq’ Divorces for Muslim Men,2018-09-20,Foreign,World,News,674,['India'],"['Divorce, Separations and Annulments', 'Muslims and Islam']"
5c0fd0c33a125f5075bfe918,https://www.nytimes.com/2018/12/11/world/asia/modi-india-elections-bjp.html,"The governing party lost ground in several states, leaving many wondering if Prime Minister Narendra Modi is in danger of losing in national voting next year.",The New York Times,Modi’s Party Is Trounced in India’s ‘Semifinal’ Elections,2018-12-11,Foreign,World,News,1059,['India'],"['Elections', 'Politics and Government']"
5b12e939068401528a2b1270,https://www.nytimes.com/2018/06/02/world/asia/gay-in-india-where-progress-has-come-only-with-risk.html,"A colonial law that criminalizes gay sex, Section 377, is up for review. But its long use as a cover for blackmail and assault has created lasting fear.",The New York Times,"Gay in India, Where Progress Has Come Only With Risk",2018-06-02,Foreign,World,News,1603,['India'],"['Homosexuality and Bisexuality', 'Politics and Government', 'Constitutions', 'Law and Legislation', 'Discrimination']"
5bbcc9fd068401528a2df408,https://www.nytimes.com/2018/10/09/world/asia/india-sexual-harassment-me-too-bollywood.html,"To the surprise of many in the country, an eruption of sexual harassment allegations against men in entertainment and journalism has had quick results.",The New York Times,"After a Long Wait, India’s #MeToo Movement Suddenly Takes Off",2018-10-09,Foreign,World,News,1513,['India'],"['#MeToo Movement', 'Sexual Harassment']"
5b8becee068401528a2d6e54,https://www.nytimes.com/2018/09/02/world/asia/trump-modi-india-relations-.html,"Trade tensions, threats of sanctions and even President Trump’s reported mocking of the Indian leader have contributed to a suddenly long list of diplomatic challenges.",The New York Times,Trump’s Rougher Edge Complicates Trip by Pompeo and Mattis to India,2018-09-02,Washington,World,News,1054,['India'],"['United States International Relations', 'United States Politics and Government', 'Defense and Military Forces', 'International Trade and World Market', 'Protectionism (Trade)']"
5b9295a7068401528a2d9d29,https://www.nytimes.com/2018/09/07/opinion/sunday/india-supreme-court-gay-rights.html,The country’s Supreme Court didn’t just strike down an outdated British colonial law — it did so in a ruling that could reverberate across the globe.,The New York Times,India’s Riotous Triumph of Equality,2018-09-07,OpEd,Opinion,Op-Ed,952,['India'],"['Discrimination', 'Homosexuality and Bisexuality', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Decisions and Verdicts']"
5c25f42b3a125f5075c020f0,https://www.nytimes.com/2018/12/28/books/review/david-gilmour-the-british-in-india.html,David Gilmour’s “The British in India” examines the personal lives of the small number of individuals who controlled a vast territory.,The New York Times,A Close-Up Look at the British Men and Women Who Ruled India,2018-12-28,BookReview,Books,Review,1183,"['Great Britain', 'India']",['Books and Literature']
5bdd40cc3a125f5075bf868b,https://www.nytimes.com/2018/11/03/world/asia/india-tiger-dead.html,"The female tiger, which was believed to have killed at least 13 people, was the subject of one of the longest and most expensive tiger hunts in India in recent memory.",The New York Times,Man-Eating Tiger Is Shot Dead in India,2018-11-03,Foreign,World,News,1112,"['India', 'Maharashtra (India)']","['Tigers', 'Endangered and Extinct Species']"
5b903b5c068401528a2d9700,https://www.nytimes.com/2018/09/05/world/asia/india-gay-sex-ruling-what-to-expect.html,One of the world’s oldest laws criminalizing consensual gay sex faces a test before India’s top court.,The New York Times,India Gay-Sex Ruling: What to Expect,2018-09-05,Foreign,World,News,749,['India'],['Homosexuality and Bisexuality']
5bd95189068401528a2e2ff7,https://www.nytimes.com/2018/10/31/world/asia/india-worlds-tallest-statue.html,"The bronze Statue of Unity pays tribute to Sardar Vallabhbhai Patel, a leader of the Indian independence movement who helped wrest the country from British control. ",The New York Times,"India Unveils Statue of Unity, World’s Tallest Statue and Twice the Size of Lady Liberty",2018-10-31,Express,World,News,339,['India'],['Monuments and Memorials (Structures)']
5b89c19f068401528a2d6be6,https://www.nytimes.com/2018/08/31/technology/india-technology-american-giants.html,"With Facebook, Google and Amazon dominating India’s internet, lawmakers have declared their intention to impose tough new rules on the tech industry.",The New York Times,India Pushes Back Against Tech ‘Colonization’ by Internet Giants,2018-08-31,Business,Technology,News,1271,['India'],"['Politics and Government', 'Computers and the Internet', 'Data Storage', 'Privacy', 'Regulation and Deregulation of Industry']"
5b93a96b068401528a2d9f1c,https://www.nytimes.com/2018/09/08/world/asia/india-tiger-hunt.html,"In a way, India’s effort to protect tigers has become a victim of its own success. Their numbers are growing, and they’re coming into contact with people more often.",The New York Times,India Hunts Man-Eating Tiger Blamed for 13 Deaths,2018-09-08,Foreign,World,News,1546,['India'],"['Tigers', 'Endangered and Extinct Species', 'Conservation of Resources', 'Deaths (Fatalities)', 'Animal Abuse, Rights and Welfare']"
5c0ebbd53a125f5075bfe6db,https://www.nytimes.com/2018/12/10/business/urjit-patel-resign-reserve-bank-india.html,Urjit Patel resigned on Monday after the Modi government sought to loosen loan restrictions and spend some of the central bank’s cash reserves.,The New York Times,India’s Top Central Banker Quits as Government Seeks More Control,2018-12-10,Business,Business,News,580,['India'],"['Politics and Government', 'Economic Conditions and Trends', 'Indian Rupee (Currency)', 'Banking and Financial Institutions', 'Regulation and Deregulation of Industry', 'Prices (Fares, Fees and Rates)']"
5bb91b4d068401528a2ded61,https://www.nytimes.com/2018/10/06/world/asia/india-narendra-modi-bjp.html,"The Congress Party has found a new spring in its step by hounding Prime Minister Narendra Modi over the purchase of fighter jets from France, a deal that it says raises questions of corruption.",The New York Times,"With ‘Fishy’ Jet Deal, India’s Opposition Finally Lands a Blow on Modi",2018-10-06,Foreign,World,News,1343,['India'],"['Defense and Military Forces', 'Military Aircraft', 'Bribery and Kickbacks', 'Corruption (Institutional)']"
5be337ac3a125f5075bf9190,https://www.nytimes.com/2018/11/07/world/asia/diwali-lamps-world-record-india.html,"Hundreds of thousands of lamps illuminated the northern city of Ayodhya for Diwali, casting a glowing light over the city. But there was concern that the spectacle could contribute to air pollution.",The New York Times,"That’s a Lot of Lamps: 300,000 Lit in India for Diwali, Breaking Record",2018-11-07,Foreign,World,News,509,"['Ayodhya (India)', 'India']","['Diwali (Hindu Festival)', 'Lamps and Lampshades', 'Records and Achievements', 'Hinduism', 'Air Pollution']"
5b90c5fd068401528a2d9831,https://www.nytimes.com/2018/09/06/world/asia/india-gay-sex-377.html,"The ruling is a landmark victory for rights advocates, including dozens of gay petitioners who joined the case despite the threat of prosecution.",The New York Times,"India Gay Sex Ban Is Struck Down. ‘Indefensible,’ Court Says.",2018-09-06,Foreign,World,News,1504,['India'],"['Discrimination', 'Homosexuality and Bisexuality', 'Politics and Government']"
5ad07c2d068401528a2a87e5,https://www.nytimes.com/2018/04/13/opinion/india-farmers-crisis.html,The Indian governments and elites have ignored the deepening rural economic distress.,International New York Times,"In India, Farmers Face a Terrifying Crisis",2018-04-13,OpEd,Opinion,Op-Ed,1169,"['India', 'Maharashtra (India)', 'Mumbai (India)']","['Agriculture and Farming', 'Rural Areas', 'Poverty', 'Income Inequality', 'Labor and Jobs', 'News and News Media']"
5c010a2d3a125f5075bfccce,https://www.nytimes.com/2018/11/30/sports/autoracing/new-management-at-force-india-brings-new-hope.html,"The Canadian billionaire, Lawrence Stroll, and a group of investors bought the team this year and expects to make it more competitive, and profitable.",International New York Times,New Management at Force India Brings New Hope,2018-11-30,SpecialSections,Sports,News,972,[],"['Automobiles', 'Automobile Racing', 'Mergers, Acquisitions and Divestitures']"
5b58cd81068401528a2d0cd1,https://www.nytimes.com/2018/07/25/insider/gay-rights-india-law.html,"While covering the looming decision by India’s Supreme Court over whether to decriminalize gay sex, Kai Schultz struggled with his own place in the story.",The New York Times,When Reporting on Gay Rights in India Gets Personal,2018-07-25,Insider,Times Insider,News,930,['India'],"['Homosexuality and Bisexuality', 'Transgender and Transsexuals', 'Caste Systems', 'Hate Crimes']"
5b9161e3068401528a2d9a0b,https://www.nytimes.com/2018/09/06/world/asia/us-india-military-agreement.html,The agreement allows the sale of high-tech American weaponry to India. The two countries are trying to curb China’s growing influence.,The New York Times,"U.S. and India, Wary of China, Agree to Strengthen Military Ties",2018-09-06,Foreign,World,News,794,"['India', 'United States', 'China']","['Arms Trade', 'United States International Relations', 'Defense and Military Forces', 'Embargoes and Sanctions']"
5b8e5ac2068401528a2d71bb,https://www.nytimes.com/2018/09/04/world/asia/pakistan-india-talks.html,"Officials said India rebuffed Pakistan’s outreach, which was driven by anxiety over its isolation and flagging economy.",The New York Times,Pakistan’s Military Has Quietly Reached Out to India for Talks,2018-09-04,Foreign,World,News,986,"['Pakistan', 'India', 'China']",[]
5bca3a12068401528a2e125a,https://www.nytimes.com/2018/10/19/world/asia/india-fireworks-train.html,"A Hindu religious holiday signifying the victory of good over evil ends in tragedy, as people sitting on railway tracks are killed by a speeding train.",The New York Times,Dozens Watching Fireworks in India Are Mowed Down by Speeding Train,2018-10-19,Foreign,World,News,313,"['Amritsar (India)', 'India']","['Hinduism', 'Railroad Accidents and Safety', 'Deaths (Fatalities)']"
5afd5a73068401528a2ae8a7,https://www.nytimes.com/2018/05/17/world/asia/india-kashmir-cease-fire-ramadan.html,"For the first time in 15 years, the Indian government has called a halt to military operations during the Muslim holy month of Ramadan, hoping to revive peace talks.",The New York Times,India Declares a Rare Cease-Fire in Kashmir for Ramadan,2018-05-17,Foreign,World,News,603,"['Kashmir Valley (Kashmir and Jammu)', 'Kashmir and Jammu (India)', 'India']","['Ramadan', 'Muslims and Islam', 'Politics and Government']"
5b646df5068401528a2d24eb,https://www.nytimes.com/2018/08/03/opinion/india-higher-education-modi-ambani-rss-trouble.html,India’s public universities need better funding and greater autonomy. ,The New York Times,India’s Higher Education Troubles,2018-08-03,OpEd,Opinion,Op-Ed,1154,"['India', 'Delhi (India)', 'Bangalore (India)']","['Colleges and Universities', 'Politics and Government', 'Caste Systems', 'Education (K-12)', 'Taj Mahal', 'Hinduism']"
5baa4c6e068401528a2dcd2a,https://www.nytimes.com/video/technology/100000005770710/why-india-wants-to-scan-all-fingers-eyes-and-faces.html,"The government says its identification system for public services has already saved billions of dollars, but critics are worried about data security and a surveillance state.",The New York Times,"Why India Wants to Scan All Fingers, Eyes and Faces",2018-09-25,,Technology,Video,229,['India'],"['Biometrics', 'Politics and Government', 'Surveillance of Citizens by Government', 'Identification Devices']"
5b7f1886068401528a2d56bc,https://www.nytimes.com/2018/08/23/world/asia/india-kerala-floods-aid-united-arab-emirates.html,"The United Arab Emirates offered $100 million to help the recovery, but the Indian government turned it down.",The New York Times,"After Worst Kerala Floods in a Century, India Rejects Foreign Aid",2018-08-23,Foreign,World,News,799,"['India', 'Kerala (India)', 'United Arab Emirates']",['Floods']
5b44ebd0068401528a2bc3af,https://www.nytimes.com/2018/07/10/world/asia/india-gay-decriminalization.html,The debate has raised questions about how far equal rights should extend in the country.,The New York Times,India’s Supreme Court Considers Decriminalizing Gay Sex,2018-07-10,Foreign,World,News,864,['India'],"['Homosexuality and Bisexuality', 'Constitutions', 'Discrimination']"
5b4f01a3068401528a2cf88d,https://www.nytimes.com/interactive/2018/07/18/technology/whatsapp-india-killings.html,"False rumors of child kidnappers have gone viral on WhatsApp in India, prompting fearful mobs to kill two dozen innocent people since April",The New York Times,How WhatsApp Leads Mobs to Murder in India,2018-07-18,Technology,Technology,Interactive Feature,0,['India'],"['Rumors and Misinformation', 'Murders, Attempted Murders and Homicides']"
5be16c343a125f5075bf8ce9,https://www.nytimes.com/2018/11/06/world/asia/india-tiger-hunt.html,"Villagers were relieved when T-1, a tigress believed to have killed 13 people, met her end. But animal rights advocates, and some politicians, reacted with fury.",The New York Times,"After Man-Eating Tiger Is Killed in India, a Backlash Against the Hunters",2018-11-06,Foreign,World,News,823,"['India', 'Maharashtra (India)']","['Tigers', 'Endangered and Extinct Species', 'Hunting and Trapping']"
5b75777b068401528a2d4501,https://www.nytimes.com/2018/08/16/obituaries/atal-bihari-vajpayee-dead.html,"As India’s leader from 1998 to 2004, Mr. Vajpayee ended a long moratorium on nuclear tests but also eased tensions with Pakistan and built closer ties with United States.",The New York Times,"Atal Bihari Vajpayee, Former Prime Minister of India, Dies at 93",2018-08-16,Obits,Obituaries,Obituary (Obit),934,"['India', 'Pakistan']","['Deaths (Obituaries)', 'Nuclear Tests', 'Hinduism', 'Politics and Government']"
5b0f0121068401528a2b097a,https://www.nytimes.com/2018/05/30/opinion/india-democracy.html,Institutions from the judiciary to the media have been corroded during Prime Minister Narendra Modi’s four years in power.,The New York Times,India’s Embattled Democracy,2018-05-30,OpEd,Opinion,Op-Ed,935,"['Gujarat State (India)', 'Karnataka (India)', 'India']","['Politics and Government', 'Elections', 'Constitutions', 'Elections, Governors', 'Legislatures and Parliaments', 'Hinduism']"
5c16c0383a125f5075bff6f3,https://www.nytimes.com/2018/12/16/world/asia/singapore-gay-sex-ban.html,"The legalization of gay sex in India has set off a movement in Singapore — which, like India, inherited its colonial-era ban from its onetime British rulers.",The New York Times,"Inspired by India, Singaporeans Seek to End Gay Sex Ban",2018-12-16,Foreign,World,News,1390,"['Singapore', 'India', 'Sri Lanka']","['Homosexuality and Bisexuality', 'Discrimination']"
5b6d6228068401528a2d3687,https://www.nytimes.com/2018/08/10/opinion/india-citizenship-assam-modi-rohingyas.html,"Echoes of the majoritarian rhetoric preceding the ethnic cleansing of the Rohingya can be heard in India as four million, mostly Bengali-origin Muslims, have been effectively turned stateless. ",The New York Times,Is India Creating Its Own Rohingya?,2018-08-10,OpEd,Opinion,Op-Ed,1230,"['Assam State (India)', 'Bangladesh', 'Myanmar', 'India']","['Voter Registration and Requirements', 'Immigration and Emigration', 'Illegal Immigration', 'Citizenship and Naturalization', 'Hinduism']"
5ac2fc49068401528a2a12f6,https://www.nytimes.com/2018/04/03/world/asia/nirav-modi-india-banks.html,The search for Nirav Modi captivates a country increasingly frustrated by corruption cases involving state banks that could cost taxpayers dearly.,The New York Times,Jeweler to the Stars Flees as India Seethes Over Bank Fraud,2018-04-03,Business,World,News,1449,"['New Delhi (India)', 'India']","['Banking and Financial Institutions', 'Frauds and Swindling', 'Jewels and Jewelry']"
5c0944783a125f5075bfdd55,https://www.nytimes.com/2018/12/06/world/asia/india-man-eating-tiger-hunter.html,The tiger was blamed for killing 13 people. The man who shot her says he fired in self-defense after a tranquilizer dart failed to stop her.,The New York Times,"Hunter Who Killed Man-Eating Tiger in India Broke Laws, Officials Say",2018-12-06,Foreign,World,News,546,"['India', 'Maharashtra (India)']","['Tigers', 'Hunting and Trapping']"
5bab2a82068401528a2dcf2e,https://www.nytimes.com/2018/09/26/technology/india-id-aadhaar-supreme-court.html,"The Supreme Court said the Aadhaar fingerprint ID system is legal, but restricted it to government benefits and banned companies from using it.",The New York Times,India’s Top Court Limits Sweep of Biometric ID Program,2018-09-26,Business,Technology,News,1266,['India'],"['Biometrics', 'Identification Devices']"
5b92c7a2068401528a2d9dc5,https://www.nytimes.com/2018/09/07/world/asia/india-gay-rights-ruling.html,"Gay activists in India celebrated the end of a ban on consensual gay sex, even as they prepared for the next battles in advancing gay rights.",The New York Times,"For Gay Indians, Landmark Ruling Is Just the Beginning",2018-09-07,Foreign,World,News,961,['India'],"['Homosexuality and Bisexuality', 'Discrimination']"
5b6ab12c068401528a2d3008,https://www.nytimes.com/2018/08/08/travel/a-village-in-india-where-clean-living-became-a-tourist-attraction.html,"Mawlynnong, a village in northeastern India, attracts throngs of visitors eager for a slice of village life, lush gardens and a tradition of cleanliness.",The New York Times,A Village in India Where Clean Living Became a Tourist Attraction,2018-08-08,Travel,Travel,News,1198,['India'],"['Gardens and Gardening', 'Flowers and Plants', 'Hygiene and Cleanliness', 'your-feed-photojournalism']"
5b5c8199068401528a2d14e1,https://www.nytimes.com/2018/07/28/world/asia/india-gang-rape-chennai.html,"When the police in Chennai, India, arrested 17 men accused of assaulting the girl, there was a wave of public fury. Then the narrative changed.",The New York Times,"An 11-Year-Old Girl Is Gang Raped in India and Blamed for It, Too",2018-07-28,Foreign,World,News,1316,"['Chennai (India)', 'India']","['Child Abuse and Neglect', 'Sex Crimes', 'Women and Girls', ""Women's Rights"", 'Caste Systems']"
5ace215d068401528a2a7361,https://www.nytimes.com/2018/04/11/world/asia/india-girl-rape.html,Hindu nationalists are rallying to the defense of men accused in the death of a young girl. They say the police can’t be trusted because some are Muslim.,The New York Times,An 8-Year-Old’s Rape and Killing Fuels Religious Tensions in India,2018-04-11,Foreign,World,News,836,"['India', 'Kashmir and Jammu (India)']","['Sex Crimes', 'Child Abuse and Neglect', 'Murders, Attempted Murders and Homicides', 'Demonstrations, Protests and Riots', 'Hinduism', 'Muslims and Islam']"
5c0ebd193a125f5075bfe6de,https://www.nytimes.com/2018/12/10/briefing/brexit-huawei-india.html,Let us help you start your day.,The New York Times,"Brexit, Huawei, India: Your Tuesday Briefing",2018-12-10,NYTNow,Briefing,briefing,1350,[],[]
5bbf4dbc068401528a2dfa06,https://www.nytimes.com/2018/10/11/world/asia/cyclone-titli-india.html,The powerful storm made landfall on the country’s eastern coast after several hundred thousand people were evacuated.,The New York Times,"Cyclone Titli Lashes Eastern India, Killing at Least 8",2018-10-11,Foreign,World,News,425,"['Bay of Bengal', 'Andhra Pradesh (India)', 'Odisha (India)']",['Cyclones']
5b83bda0068401528a2d5d99,https://www.nytimes.com/2018/08/27/travel/wedding-shopping-delhi-mumbai-india.html,"Champagne and cake? Try chai and samosas: A bride-to-be returns to India to shop for her wedding in a bumpy, smog-filled trip, in-laws in tow.",The New York Times,From Ride Share to Rickshaw: Wedding-Shopping Adventures in India,2018-08-27,Travel,Travel,News,2851,['India'],"['Shopping and Retail', 'Travel and Vacations', 'Indian-Americans', 'Weddings and Engagements']"
5b4a0600068401528a2cefb7,https://www.nytimes.com/2018/07/14/world/asia/india-jagannath-temple-key-gold.html,"Millions of dollars’ worth of gold is locked in Jagannath Temple. When the key to the treasure went missing, it set off a scandal that has shaken Hindus’ trust.",The New York Times,"In India, a Missing Key to a Temple’s Treasure Vault Ignites a Furor",2018-07-14,Foreign,World,News,1320,"['India', 'Puri (India)']","['Arts and Antiquities Looting', 'Gold', 'Safes and Vaults', 'Hinduism']"
5bffb8a73a125f5075bfc96c,https://www.nytimes.com/2018/11/29/travel/what-to-do-in-jaipur.html,"In India’s Pink City, the streets are filled with palaces, temples and, sometimes, cows. Eat like royalty, shop for jewelry and find a weekend’s worth of bliss amid the commotion.",The New York Times,36 Hours in Jaipur,2018-11-29,Travel,Travel,News,1814,['Jaipur (India)'],['Travel and Vacations']
5b4d77d5068401528a2cf53c,https://www.nytimes.com/2018/07/17/opinion/india-same-sex-love.html,A colonial-era law that criminalizes homosexual sex is viewed by many as a blot on the idea of India as a liberal democracy. ,The New York Times,India’s Battle for Same-Sex Love,2018-07-17,OpEd,Opinion,Op-Ed,1100,"['Delhi (India)', 'India', 'Kolkata (India)', 'Gujarat State (India)']","['Homosexuality and Bisexuality', 'Politics and Government', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships', 'Police Brutality, Misconduct and Shootings', ""Hodgkin's Lymphoma""]"
5bd9c857068401528a2e314b,https://www.nytimes.com/video/world/asia/100000006190153/worlds-tallest-statue-india.html,"Prime Minister Narendra Modi helped celebrate the debut of the world’s tallest statue, a tribute to the Indian independence leader Sardar Vallabhbhai Patel.",Reuters,World’s Tallest Statue Inaugurated in India,2018-10-31,World / Asia Pacific,World,Video,0,['India'],['Monuments and Memorials (Structures)']
5b1f8ba7068401528a2b30d6,https://www.nytimes.com/2018/06/12/arts/india-art-basel.html,Speculators who drove up prices in the mid-2000s have been replaced by younger Indian collectors who are making more meaningful purchases.,International New York Times,India’s Contemporary Art Market Makes a Cautious Comeback,2018-06-12,SpecialSections,Arts,News,1321,['India'],"['Art Basel (Festival)', 'Art']"
